url,snapshot,status,bytes,content_type
http://devaaluminyum.com/Tema/logo.png,20250711185606,200,6029,image/png
http://devaaluminyum.com/resimler/0-115611825204-c9f0f895fb98ab9159f51fd0297e236da.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-259936a28ab4276e1426ab9ca3aa107ca.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-3cdf569b0e0ff20fb52a7266f964b471a.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-44f49da96bb884a8c1435872a6b0ad34a.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-59ad21f8ac71e0fe61a6dc10219fcd1ea.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-639245830c396b4594c4edb07b08e22da.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-73a1e4783dc5fc8a163aee084848371ea.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-7f98db02db5800d96f68fdbe64f0a474a.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-a8d5a41897e25f6cc1f1cd87126d171aa.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-be65e0957dd02af66bc10478b3046c6da.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-128721594396-eaee29f75dba2e8cfefe6c9f9ee84aeca.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-211394574138-1679091c5a880faf6fb5e6087eb1b2dca.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-229533768507-8f14e45fceea167a5a36dedd4bea2543a.jpg,,0,0,failed
http://devaaluminyum.com/resimler/0-446567936662-c4ca4238a0b923820dcc509a6f75849ba.jpg,20250711185606,200,4534,image/jpeg
http://devaaluminyum.com/resimler/0-670800539718-a87ff679a2f3e71d9181a67b7542122ca.jpg,,0,0,failed
http://elitcambalkontokat.com/resimler/0-579835490844-a1c5434a35b3c6da1b7a5f3cc41bfc95.png,20250711185606,200,447335,image/png
http://ozlemozbeauty.com/resimler/0-791943236158-814cbe2a8dd11b2dbe4b1926c5e6cfcb.png,,0,0,failed
http://paykassa.net/wp-content/uploads/2017/02/caykazanifiyatlari-300x202.png,,0,0,failed
http://penmarket.net/wp-content/uploads/2018/01/al%C3%BCminyum-do%C4%9Frama-560x400.jpg,,0,0,failed
http://www.ancealuminyum.com/wp-content/uploads/bfi_thumb/ofis-bolme-sistemi-nenjl68pnfatg49vebkdc0m5o5lah0snr1pp8krvqo.jpg,,0,0,failed
http://www.canercambalkon.com/img/corlu-cam-balkon-1.png,20250711185606,200,732396,image/png
http://www.isaykupeste.com/resim/dikeycubuk2.jpg,,0,0,failed
http://www.medacephe.com.tr/uploads/Images/bb2_BfIvTdylnBHjWKhEmVPufqyJOyCuiTo1.jpg,,0,0,failed
http://www.ozgumuhendislik.com/img/hizmetlerimiz/kompozit-cephe/kompozit-cephe-img.jpg,20250711185606,200,73887,image/jpeg
https://devaaluminyum.com/Tema/css/main.css,20250711185606,200,42840,text/css
https://devaaluminyum.com/Tema/css/variables.css,20250711185606,200,7797,text/css
https://devaaluminyum.com/Tema/geri.png,20250711185606,200,3064,image/png
https://devaaluminyum.com/Tema/ileri.png,20250711185606,200,3086,image/png
https://devaaluminyum.com/Tema/js/main.js,20250711185606,200,6479,text/javascript
https://devaaluminyum.com/Tema/logo.png,20250711185606,200,6029,image/png
https://devaaluminyum.com/Tema/style.css,20250711185606,200,16416,text/css
https://devaaluminyum.com/Tema/vendor/aos/aos.css,20250711185606,200,26053,text/css
https://devaaluminyum.com/Tema/vendor/aos/aos.js,20250711185606,200,14690,text/javascript
https://devaaluminyum.com/Tema/vendor/bootstrap-icons/bootstrap-icons.css,20250711185606,200,88585,text/css
https://devaaluminyum.com/Tema/vendor/bootstrap/css/bootstrap.min.css,20250711185606,200,194901,text/css
https://devaaluminyum.com/Tema/vendor/bootstrap/js/bootstrap.bundle.min.js,20250711185606,200,80496,text/javascript
https://devaaluminyum.com/Tema/vendor/glightbox/css/glightbox.min.css,20250711185606,200,13749,text/css
https://devaaluminyum.com/Tema/vendor/glightbox/js/glightbox.min.js,20250711185606,200,55880,text/javascript
https://devaaluminyum.com/Tema/vendor/swiper/swiper-bundle.min.css,20250711185606,200,16468,text/css
https://devaaluminyum.com/Tema/vendor/swiper/swiper-bundle.min.js,20250711185606,200,143629,text/javascript
https://devaaluminyum.com/qinternet/alibox/jquery.min.js,20250711185606,200,93870,application/javascript
https://devaaluminyum.com/qinternet/alibox/lightbox/jquery.lightbox.min.js,20250711185606,200,16978,application/javascript
https://devaaluminyum.com/qinternet/alibox/lightbox/themes/facebook/jquery.lightbox.css,20250711185606,200,5789,text/css
https://devaaluminyum.com/qinternet/flexslider/flexslider.css,,0,0,failed
https://devaaluminyum.com/qinternet/flexslider/jquery.flexslider.js,20250711185606,200,41110,application/javascript
https://devaaluminyum.com/qinternet/font.css,20250711185606,200,2151,text/css
https://devaaluminyum.com/qinternet/jcarousellite_1.0.1.pack.js,20250711185606,200,2137,application/javascript
https://devaaluminyum.com/qinternet/jquery-1.7.2.js,20250711185606,200,262285,application/javascript
https://devaaluminyum.com/qinternet/js.js,20250711185606,200,3769,application/javascript
https://devaaluminyum.com/qinternet/ortak.css,20250711185606,200,1752,text/css
https://devaaluminyum.com/qinternet/sosyalmedya/facebook.png,20250711185606,200,1966,image/png
https://devaaluminyum.com/qinternet/sosyalmedya/hangouts.png,20250711185606,200,3649,image/png
https://devaaluminyum.com/resimler/0-115611825204-c9f0f895fb98ab9159f51fd0297e236da.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-211394574138-1679091c5a880faf6fb5e6087eb1b2dca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-259936a28ab4276e1426ab9ca3aa107ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-3cdf569b0e0ff20fb52a7266f964b471a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-44f49da96bb884a8c1435872a6b0ad34a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-59ad21f8ac71e0fe61a6dc10219fcd1ea.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-639245830c396b4594c4edb07b08e22da.jpg,20250711185606,200,5583,image/jpeg
https://devaaluminyum.com/resimler/0-214725407200-73a1e4783dc5fc8a163aee084848371ea.jpg,20250711185606,200,6517,image/jpeg
https://devaaluminyum.com/resimler/0-214725407200-7f98db02db5800d96f68fdbe64f0a474a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-a8d5a41897e25f6cc1f1cd87126d171aa.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-be65e0957dd02af66bc10478b3046c6da.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-214725407200-eaee29f75dba2e8cfefe6c9f9ee84aeca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-229533768507-8f14e45fceea167a5a36dedd4bea2543a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-233710405486-c4ca4238a0b923820dcc509a6f75849ba.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-251646855715-4eab6805c6e27e340ef9a412aaaf99c2a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-292611611135-45c48cce2e2d7fbdea1afc51c7c6ad26a.jpg,20250711185606,200,4300,image/jpeg
https://devaaluminyum.com/resimler/0-364913338130-c4ca4238a0b923820dcc509a6f75849ba.jpeg,,0,0,failed
https://devaaluminyum.com/resimler/0-364913338130-c81e728d9d4c2f636f067f89cc14862c.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-364913338130-c81e728d9d4c2f636f067f89cc14862ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-364913338130-eccbc87e4b5ce2fe28308fd9f2a7baf3a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-370239429934-98f1b5a2506c6e4773c499a05a229ac0a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-370622145276-d3d9446802a44259755d38e6d163e820a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-389839483297-e3dd86d61341ac9b3dc2298b2dd82535a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-392465625869-30eae5af8f632a43f9fff5450b96355ba.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-407174758501-779377033f7dd8b7944fbae6fe5ee705a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-1679091c5a880faf6fb5e6087eb1b2dca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-45c48cce2e2d7fbdea1afc51c7c6ad26a.jpg,20250711185606,200,4533,image/jpeg
https://devaaluminyum.com/resimler/0-433146404453-8f14e45fceea167a5a36dedd4bea2543a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-a87ff679a2f3e71d9181a67b7542122ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-c4ca4238a0b923820dcc509a6f75849ba.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-c81e728d9d4c2f636f067f89cc14862ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-c9f0f895fb98ab9159f51fd0297e236da.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-d3d9446802a44259755d38e6d163e820a.jpg,20250711185606,200,6719,image/jpeg
https://devaaluminyum.com/resimler/0-433146404453-e4da3b7fbbce2345d7772b0674a318d5a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-433146404453-eccbc87e4b5ce2fe28308fd9f2a7baf3a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-446567936662-c4ca4238a0b923820dcc509a6f75849ba.jpg,20250711185606,200,4534,image/jpeg
https://devaaluminyum.com/resimler/0-462234708188-45c48cce2e2d7fbdea1afc51c7c6ad26a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-8f14e45fceea167a5a36dedd4bea2543a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-96a3be3cf272e017046d1b2674a52bd3a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-a87ff679a2f3e71d9181a67b7542122ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-c4ca4238a0b923820dcc509a6f75849ba.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-c81e728d9d4c2f636f067f89cc14862ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-c9f0f895fb98ab9159f51fd0297e236da.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-e4da3b7fbbce2345d7772b0674a318d5.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-e4da3b7fbbce2345d7772b0674a318d5a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-462234708188-eccbc87e4b5ce2fe28308fd9f2a7baf3a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-1679091c5a880faf6fb5e6087eb1b2dca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-45c48cce2e2d7fbdea1afc51c7c6ad26a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-8f14e45fceea167a5a36dedd4bea2543a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-a87ff679a2f3e71d9181a67b7542122ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-c4ca4238a0b923820dcc509a6f75849ba.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-c81e728d9d4c2f636f067f89cc14862ca.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-c9f0f895fb98ab9159f51fd0297e236da.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-e4da3b7fbbce2345d7772b0674a318d5a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-492385691918-eccbc87e4b5ce2fe28308fd9f2a7baf3a.jpg,,0,0,failed
https://devaaluminyum.com/resimler/0-511705664519-f28875dc837fbf7ae4776e5948af7a65.jpg,,0,0,failed
